NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1809 38 2,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1809 38 3,Allocated,Hello Telecom (UK) Limited,4+6,24/11/2011,
1809 38 4,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1809 38 5,Allocated,API Telecom Limited,4+6,10/04/2012,
1809 38 6,Allocated,ICC Networks Ltd,4+6,17/04/2012,
1809 38 7,Allocated,Inet Telecoms Ltd (Voipfone),4+6,21/10/2011,
1809 38 8,Allocated,Simwood eSMS Limited,4+6,28/03/2012,
1809 38 9,Protected,,4+6,,
1809 39 0,Allocated,Nuso Cloud UK Limited,4+6,10/07/2013,
1809 39 1,Allocated,YayYay Limited,4+6,24/04/2015,
1809 39 2,Allocated,Adepteo Limited,4+6,06/12/2016,
1809 39 3,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1809 39 4,Allocated,Colt Technology Services,4+6,04/07/2016,
1809 39 5,Allocated,Orbtalk Limited,4+6,01/12/2017,
1809 39 6,Allocated,Sky UK Limited,4+6,20/11/2018,
1809 39 7,Protected,,4+6,,
1809 39 8,Protected,,4+6,,
1809 39 9,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1809 40,Allocated,Net-Work Internet Ltd,4+6,21/09/2007,
1809 41 0,Protected,,4+6,,
1809 41 1,Protected,,4+6,,
1809 41 2,Protected,,4+6,,
1809 41 3,Protected,,4+6,,
1809 41 4,Protected,,4+6,,
1809 41 5,Protected,,4+6,,
1809 41 6,Protected,,4+6,,
1809 41 7,Protected,,4+6,,
1809 41 8,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1809 41 9,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1809 42,Protected,,4+6,,
1809 43,Allocated,Solutios Limited,4+6,26/11/2008,
1809 44,Allocated,Mars Communications Limited,4+6,06/02/2009,
1809 45,Allocated,IPV6 Limited,4+6,13/02/2009,
1809 46,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,02/04/2009,
1809 47,Allocated,Telecoms World Limited,4+6,25/06/2009,
1809 48,Protected,,4+6,,
1809 49,Allocated,Vectone Mobile Limited,4+6,01/07/2009,
1809 50,Allocated,BT,4+6,15/07/1994,
1809 51,Allocated,BT,4+6,15/07/1994,
1809 52,Allocated,TelNG Limited,4+6,28/02/2007,
1809 53,Allocated,Localphone Limited,4+6,14/05/2007,
1809 54 0,Protected,,4+6,,
1809 54 1,Protected,,4+6,,
1809 54 2,Protected,,4+6,,
1809 54 3,Protected,,4+6,,
1809 54 4,Protected,,4+6,,
1809 54 5,Protected,,4+6,,
1809 54 6,Protected,,4+6,,
1809 54 7,Protected,,4+6,,
1809 54 8,Protected,,4+6,,
1809 54 9,Protected,,4+6,,
1809 55,Allocated,TTNC Limited,4+6,12/11/2013,
1809 56,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1809 57 0,Allocated,Linear Telecoms Limited,4+6,18/10/2010,
1809 57 1,Allocated,Fuse 2 Communications Ltd,4+6,03/07/2017,
1809 57 2,Allocated,Vodafone Ltd (C&W),4+6,06/06/2019,
1809 57 3,Allocated,EVE CONNECT LTD,4+6,20/06/2022,
1809 57 4,Allocated,Dial 9 Communications Limited,4+6,08/01/2020,
1809 57 5,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1809 57 6,Allocated,24 Seven Cloud Communications Ltd,4+6,27/01/2020,
1809 57 7,Allocated,Number Services Ltd.,4+6,22/11/2018,
1809 57 8,Allocated,Zapappi Ltd,4+6,05/01/2018,
1809 57 9,Allocated,DIDWW Ireland Limited,4+6,22/01/2019,
1809 58,Allocated,(AQ) LIMITED,4+6,26/09/2012,
1809 59,Protected,,4+6,,
1809 60,Protected,,4+6,,
1809 61,Allocated,CFL Communications Ltd,4+6,17/07/2009,
1809 62,Allocated,Nexus Telecommunications Limited,4+6,30/09/2009,
1809 63 0,Protected,,4+6,,
1809 63 1,Allocated,VoiceHost Limited,4+6,05/10/2010,
1809 63 2,Allocated,GCI Network Solutions Limited,4+6,22/12/2023,
1809 63 3,Allocated,Atomstream Limited,4+6,14/05/2010,
1809 63 4,Allocated,Telappliant Limited,4+6,22/06/2010,
1809 63 5,Allocated,Telephone Box Limited,4+6,10/12/2010,
1809 63 6,Allocated,Suretec Systems Ltd,4+6,13/05/2010,
1809 63 7,Protected,,4+6,,
1809 63 8,Allocated,Windsor Telecom Limited,4+6,29/07/2010,
1809 63 9,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1809 64 0,Protected,,4+6,,
1809 64 1,Allocated,Invosys Limited,4+6,11/04/2012,
1809 64 2,Allocated,Nexbridge Communications Limited,4+6,09/03/2012,
1809 64 3,Allocated,I.T Communications Limited,4+6,18/10/2016,
1809 64 4,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1809 64 5,Protected,,4+6,,
1809 64 6,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1809 64 7,Free,,4+6,,
1809 64 8,Allocated,Belgacom International Carrier Services SA,4+6,10/07/2020,
1809 64 9,Allocated,ICUK Computing Services Limited,4+6,23/11/2022,
1809 65 0,Allocated,Mi Telecom Limited,4+6,06/07/2020,
1809 65 1,Allocated,Bink Networks Ltd,4+6,11/04/2023,
1809 65 2,Free,,4+6,,
1809 65 3,Free,,4+6,,
1809 65 4,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1809 65 5,Free,,4+6,,
1809 65 6,Free,,4+6,,
1809 65 7,Free,,4+6,,
1809 65 8,Free,,4+6,,
1809 65 9,Free,,4+6,,
1809 66 0,Protected,,4+6,,
1809 66 1,Protected,,4+6,,
1809 66 2,Protected,,4+6,,
1809 66 3,Protected,,4+6,,
1809 66 4,Protected,,4+6,,
1809 66 5,Protected,,4+6,,
1809 66 6,Protected,,4+6,,
1809 66 7,Protected,,4+6,,
1809 66 8,Protected,,4+6,,
1809 66 9,Protected,,4+6,,
1809 67 0,Protected,,4+6,,
1809 67 1,Protected,,4+6,,
1809 67 2,Protected,,4+6,,
1809 67 3,Protected,,4+6,,
1809 67 4,Protected,,4+6,,
1809 67 5,Protected,,4+6,,
1809 67 6,Protected,,4+6,,
1809 67 7,Protected,,4+6,,
1809 67 8,Protected,,4+6,,
1809 67 9,Protected,,4+6,,
1809 68 0,Protected,,4+6,,
1809 68 1,Protected,,4+6,,
1809 68 2,Protected,,4+6,,
1809 68 3,Protected,,4+6,,
1809 68 4,Protected,,4+6,,
1809 68 5,Protected,,4+6,,
1809 68 6,Protected,,4+6,,
1809 68 7,Protected,,4+6,,
1809 68 8,Protected,,4+6,,
1809 68 9,Protected,,4+6,,
1809 69 0,Protected,,4+6,,
1809 69 1,Protected,,4+6,,
1809 69 2,Protected,,4+6,,
1809 69 3,Protected,,4+6,,
1809 69 4,Protected,,4+6,,
1809 69 5,Protected,,4+6,,
1809 69 6,Protected,,4+6,,
1809 69 7,Protected,,4+6,,
1809 69 8,Protected,,4+6,,
1809 69 9,Protected,,4+6,,
1809 70 0,Protected,,4+6,,
1809 70 1,Protected,,4+6,,
1809 70 2,Protected,,4+6,,
1809 70 3,Protected,,4+6,,
1809 70 4,Protected,,4+6,,
1809 70 5,Protected,,4+6,,
1809 70 6,Protected,,4+6,,
1809 70 7,Protected,,4+6,,
1809 70 8,Protected,,4+6,,
1809 70 9,Protected,,4+6,,
1809 71 0,Protected,,4+6,,
1809 71 1,Protected,,4+6,,
1809 71 2,Protected,,4+6,,
1809 71 3,Protected,,4+6,,
1809 71 4,Protected,,4+6,,
1809 71 5,Protected,,4+6,,
1809 71 6,Protected,,4+6,,
1809 71 7,Protected,,4+6,,
1809 71 8,Protected,,4+6,,
1809 71 9,Protected,,4+6,,
1809 72 0,Protected,,4+6,,
1809 72 1,Protected,,4+6,,
1809 72 2,Protected,,4+6,,
1809 72 3,Protected,,4+6,,
1809 72 4,Protected,,4+6,,
1809 72 5,Protected,,4+6,,
1809 72 6,Protected,,4+6,,
1809 72 7,Protected,,4+6,,
1809 72 8,Protected,,4+6,,
1809 72 9,Protected,,4+6,,
1809 73 0,Protected,,4+6,,
1809 73 1,Protected,,4+6,,
1809 73 2,Protected,,4+6,,
1809 73 3,Protected,,4+6,,
1809 73 4,Protected,,4+6,,
1809 73 5,Protected,,4+6,,
1809 73 6,Protected,,4+6,,
1809 73 7,Protected,,4+6,,
1809 73 8,Protected,,4+6,,
1809 73 9,Protected,,4+6,,
1809 74 0,Protected,,4+6,,
1809 74 1,Protected,,4+6,,
1809 74 2,Protected,,4+6,,
1809 74 3,Protected,,4+6,,
1809 74 4,Protected,,4+6,,
1809 74 5,Protected,,4+6,,
1809 74 6,Protected,,4+6,,
1809 74 7,Protected,,4+6,,
1809 74 8,Protected,,4+6,,
1809 74 9,Protected,,4+6,,
1809 75 0,Protected,,4+6,,
1809 75 1,Protected,,4+6,,
1809 75 2,Protected,,4+6,,
1809 75 3,Protected,,4+6,,
1809 75 4,Protected,,4+6,,
1809 75 5,Protected,,4+6,,
1809 75 6,Protected,,4+6,,
1809 75 7,Protected,,4+6,,
1809 75 8,Protected,,4+6,,
1809 75 9,Protected,,4+6,,
1809 76 0,Protected,,4+6,,
1809 76 1,Protected,,4+6,,
1809 76 2,Protected,,4+6,,
1809 76 3,Protected,,4+6,,
1809 76 4,Protected,,4+6,,
1809 76 5,Protected,,4+6,,
1809 76 6,Protected,,4+6,,
1809 76 7,Protected,,4+6,,
1809 76 8,Protected,,4+6,,
1809 76 9,Protected,,4+6,,
1809 77 0,Protected,,4+6,,
1809 77 1,Protected,,4+6,,
1809 77 2,Protected,,4+6,,
1809 77 3,Protected,,4+6,,
1809 77 4,Protected,,4+6,,
1809 77 5,Protected,,4+6,,
1809 77 6,Protected,,4+6,,
1809 77 7,Protected,,4+6,,
1809 77 8,Protected,,4+6,,
1809 77 9,Protected,,4+6,,
1809 78 0,Protected,,4+6,,
1809 78 1,Protected,,4+6,,
1809 78 2,Protected,,4+6,,
1809 78 3,Protected,,4+6,,
1809 78 4,Protected,,4+6,,
1809 78 5,Protected,,4+6,,
1809 78 6,Protected,,4+6,,
1809 78 7,Protected,,4+6,,
1809 78 8,Protected,,4+6,,
1809 78 9,Protected,,4+6,,
1809 79 0,Protected,,4+6,,
1809 79 1,Protected,,4+6,,
1809 79 2,Protected,,4+6,,
1809 79 3,Protected,,4+6,,
1809 79 4,Protected,,4+6,,
1809 79 5,Protected,,4+6,,
1809 79 6,Protected,,4+6,,
1809 79 7,Protected,,4+6,,
1809 79 8,Protected,,4+6,,
1809 79 9,Protected,,4+6,,
1809 80 0,Protected,,4+6,,
1809 80 1,Protected,,4+6,,
1809 80 2,Protected,,4+6,,
1809 80 3,Protected,,4+6,,
1809 80 4,Protected,,4+6,,
1809 80 5,Protected,,4+6,,
1809 80 6,Protected,,4+6,,
1809 80 7,Protected,,4+6,,
1809 80 8,Protected,,4+6,,
1809 80 9,Protected,,4+6,,
1809 81 0,Protected,,4+6,,
1809 81 1,Protected,,4+6,,
1809 81 2,Protected,,4+6,,
1809 81 3,Protected,,4+6,,
1809 81 4,Protected,,4+6,,
1809 81 5,Protected,,4+6,,
1809 81 6,Protected,,4+6,,
1809 81 7,Protected,,4+6,,
1809 81 8,Protected,,4+6,,
1809 81 9,Protected,,4+6,,
1809 82 0,Protected,,4+6,,
1809 82 1,Protected,,4+6,,
1809 82 2,Protected,,4+6,,
1809 82 3,Protected,,4+6,,
1809 82 4,Protected,,4+6,,
1809 82 5,Protected,,4+6,,
1809 82 6,Protected,,4+6,,
1809 82 7,Protected,,4+6,,
1809 82 8,Protected,,4+6,,
1809 82 9,Protected,,4+6,,
1809 83 0,Protected,,4+6,,
1809 83 1,Protected,,4+6,,
1809 83 2,Protected,,4+6,,
1809 83 3,Protected,,4+6,,
1809 83 4,Protected,,4+6,,
1809 83 5,Protected,,4+6,,
1809 83 6,Protected,,4+6,,
1809 83 7,Protected,,4+6,,
1809 83 8,Protected,,4+6,,
1809 83 9,Protected,,4+6,,
1809 84 0,Protected,,4+6,,
1809 84 1,Protected,,4+6,,
1809 84 2,Protected,,4+6,,
1809 84 3,Protected,,4+6,,
1809 84 4,Protected,,4+6,,
1809 84 5,Protected,,4+6,,
1809 84 6,Protected,,4+6,,
1809 84 7,Protected,,4+6,,
1809 84 8,Protected,,4+6,,
1809 84 9,Protected,,4+6,,
1809 85 0,Protected,,4+6,,
1809 85 1,Protected,,4+6,,
1809 85 2,Protected,,4+6,,
1809 85 3,Protected,,4+6,,
1809 85 4,Protected,,4+6,,
1809 85 5,Protected,,4+6,,
1809 85 6,Protected,,4+6,,
1809 85 7,Protected,,4+6,,
1809 85 8,Protected,,4+6,,
1809 85 9,Protected,,4+6,,
1809 86 0,Protected,,4+6,,
1809 86 1,Protected,,4+6,,
1809 86 2,Protected,,4+6,,
1809 86 3,Protected,,4+6,,
1809 86 4,Protected,,4+6,,
1809 86 5,Protected,,4+6,,
1809 86 6,Protected,,4+6,,
1809 86 7,Protected,,4+6,,
1809 86 8,Protected,,4+6,,
1809 86 9,Protected,,4+6,,
1809 87 0,Protected,,4+6,,
1809 87 1,Protected,,4+6,,
1809 87 2,Protected,,4+6,,
1809 87 3,Protected,,4+6,,
1809 87 4,Protected,,4+6,,
1809 87 5,Protected,,4+6,,
1809 87 6,Protected,,4+6,,
1809 87 7,Protected,,4+6,,
1809 87 8,Protected,,4+6,,
1809 87 9,Protected,,4+6,,
1809 88 0,Protected,,4+6,,
1809 88 1,Protected,,4+6,,
1809 88 2,Protected,,4+6,,
1809 88 3,Protected,,4+6,,
1809 88 4,Protected,,4+6,,
1809 88 5,Protected,,4+6,,
1809 88 6,Protected,,4+6,,
1809 88 7,Protected,,4+6,,
1809 88 8,Protected,,4+6,,
1809 88 9,Protected,,4+6,,
1809 89 0,Protected,,4+6,,
1809 89 1,Protected,,4+6,,
1809 89 2,Protected,,4+6,,
1809 89 3,Protected,,4+6,,
1809 89 4,Protected,,4+6,,
1809 89 5,Protected,,4+6,,
1809 89 6,Protected,,4+6,,
1809 89 7,Protected,,4+6,,
1809 89 8,Protected,,4+6,,
1809 89 9,Protected,,4+6,,
1809 90 0,Protected,,4+6,,
1809 90 1,Protected,,4+6,,
1809 90 2,Protected,,4+6,,
1809 90 3,Protected,,4+6,,
1809 90 4,Protected,,4+6,,
1809 90 5,Protected,,4+6,,
1809 90 6,Protected,,4+6,,
1809 90 7,Protected,,4+6,,
1809 90 8,Protected,,4+6,,
1809 90 9,Protected,,4+6,,
1809 91 0,Protected,,4+6,,
1809 91 1,Protected,,4+6,,
1809 91 2,Protected,,4+6,,
1809 91 3,Protected,,4+6,,
1809 91 4,Protected,,4+6,,
1809 91 5,Protected,,4+6,,
1809 91 6,Protected,,4+6,,
1809 91 7,Protected,,4+6,,
1809 91 8,Protected,,4+6,,
1809 91 9,Protected,,4+6,,
1809 92 0,Protected,,4+6,,
1809 92 1,Protected,,4+6,,
1809 92 2,Protected,,4+6,,
1809 92 3,Protected,,4+6,,
1809 92 4,Protected,,4+6,,
1809 92 5,Protected,,4+6,,
1809 92 6,Protected,,4+6,,
1809 92 7,Protected,,4+6,,
1809 92 8,Protected,,4+6,,
1809 92 9,Protected,,4+6,,
1809 93 0,Protected,,4+6,,
1809 93 1,Protected,,4+6,,
1809 93 2,Protected,,4+6,,
1809 93 3,Protected,,4+6,,
1809 93 4,Protected,,4+6,,
1809 93 5,Protected,,4+6,,
1809 93 6,Protected,,4+6,,
1809 93 7,Protected,,4+6,,
1809 93 8,Protected,,4+6,,
1809 93 9,Protected,,4+6,,
1809 94 0,Protected,,4+6,,
1809 94 1,Protected,,4+6,,
1809 94 2,Protected,,4+6,,
1809 94 3,Protected,,4+6,,
1809 94 4,Protected,,4+6,,
1809 94 5,Protected,,4+6,,
1809 94 6,Protected,,4+6,,
1809 94 7,Protected,,4+6,,
1809 94 8,Protected,,4+6,,
1809 94 9,Protected,,4+6,,
1809 95 0,Protected,,4+6,,
1809 95 1,Protected,,4+6,,
1809 95 2,Protected,,4+6,,
1809 95 3,Protected,,4+6,,
1809 95 4,Protected,,4+6,,
1809 95 5,Protected,,4+6,,
1809 95 6,Protected,,4+6,,
1809 95 7,Protected,,4+6,,
1809 95 8,Protected,,4+6,,
1809 95 9,Protected,,4+6,,
1809 96 0,Protected,,4+6,,
1809 96 1,Protected,,4+6,,
1809 96 2,Protected,,4+6,,
1809 96 3,Protected,,4+6,,
1809 96 4,Protected,,4+6,,
1809 96 5,Protected,,4+6,,
1809 96 6,Protected,,4+6,,
1809 96 7,Protected,,4+6,,
1809 96 8,Protected,,4+6,,
1809 96 9,Protected,,4+6,,
1809 97 0,Protected,,4+6,,
1809 97 1,Protected,,4+6,,
1809 97 2,Protected,,4+6,,
1809 97 3,Protected,,4+6,,
1809 97 4,Protected,,4+6,,
1809 97 5,Protected,,4+6,,
1809 97 6,Protected,,4+6,,
1809 97 7,Protected,,4+6,,
1809 97 8,Protected,,4+6,,
1809 97 9,Protected,,4+6,,
1809 98 0,Protected,,4+6,,
1809 98 1,Protected,,4+6,,
1809 98 2,Protected,,4+6,,
1809 98 3,Protected,,4+6,,
1809 98 4,Protected,,4+6,,
1809 98 5,Protected,,4+6,,
1809 98 6,Protected,,4+6,,
1809 98 7,Protected,,4+6,,
1809 98 8,Protected,,4+6,,
1809 98 9,Protected,,4+6,,
1809 99,Protected,,4+6,,
1821 00,Protected,,(0)+10,,
1821 01,Protected,,(0)+10,,
1821 02,Protected,,(0)+10,,
1821 03,Protected,,(0)+10,,
1821 04,Protected,,(0)+10,,
1821 05,Protected,,(0)+10,,
1821 06,Protected,,(0)+10,,
1821 07,Protected,,(0)+10,,
1821 08,Protected,,(0)+10,,
1821 09,Protected,,(0)+10,,
1821 10,Protected,,(0)+10,,
1821 11,Protected,,(0)+10,,
1821 12,Protected,,(0)+10,,
1821 13,Protected,,(0)+10,,
1821 14,Protected,,(0)+10,,
1821 15,Protected,,(0)+10,,
1821 16,Protected,,(0)+10,,
1821 17,Protected,,(0)+10,,
1821 18,Protected,,(0)+10,,
1821 19,Protected,,(0)+10,,
1821 20 0,Protected,,4+6,,
1821 20 1,Protected,,4+6,,
1821 20 2,Protected,,4+6,,
1821 20 3,Protected,,4+6,,
1821 20 4,Protected,,4+6,,
1821 20 5,Protected,,4+6,,
1821 20 6,Protected,,4+6,,
1821 20 7,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1821 20 8,Protected,,4+6,,
1821 20 9,Protected,,4+6,,
1821 21,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1821 22,Allocated,Net-Work Internet Ltd,4+6,31/01/2008,
1821 23,Allocated,Telecom2 Limited,4+6,10/09/2009,
1821 24,Allocated,Digital Space Group Limited,4+6,23/05/2008,
1821 25 0,Allocated,Voxbone SA,4+6,12/12/2011,
1821 25 1,Protected,,4+6,,
1821 25 2,Protected,,4+6,,
1821 25 3,Protected,,4+6,,
1821 25 4,Protected,,4+6,,
1821 25 5,Protected,,4+6,,
1821 25 6,Protected,,4+6,,
1821 25 7,Protected,,4+6,,
1821 25 8,Protected,,4+6,,
1821 25 9,Protected,,4+6,,
1821 26,Protected,,4+6,,
1821 27,Allocated,Served Up Limited,4+6,20/10/2008,
1821 28,Allocated,Solutios Limited,4+6,26/11/2008,
1821 29,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,02/04/2009,
1821 30 0,Protected,,4+6,,
1821 30 1,Protected,,4+6,,
1821 30 2,Protected,,4+6,,
1821 30 3,Protected,,4+6,,
1821 30 4,Protected,,4+6,,
1821 30 5,Protected,,4+6,,
1821 30 6,Protected,,4+6,,
1821 30 7,Protected,,4+6,,
1821 30 8,Protected,,4+6,,
1821 30 9,Protected,,4+6,,
1821 31 0,Allocated,Vodafone Ltd (C&W),4+6,23/08/2017,
1821 31 1,Allocated,Vodafone Ltd (C&W),4+6,12/11/2021,
1821 31 2,Protected,,4+6,,
1821 31 3,Protected,,4+6,,
1821 31 4,Protected,,4+6,,
1821 31 5,Protected,,4+6,,
1821 31 6,Allocated,Vodafone Ltd (C&W),4+6,12/11/2021,
1821 31 7,Allocated,Vodafone Ltd (C&W),4+6,12/11/2021,
1821 31 8,Allocated,Vodafone Ltd (C&W),4+6,12/11/2021,
1821 31 9,Allocated,Vodafone Ltd (C&W),4+6,12/11/2021,
1821 32 0,Protected,,4+6,,
1821 32 1,Protected,,4+6,,
1821 32 2,Protected,,4+6,,
1821 32 3,Protected,,4+6,,
1821 32 4,Protected,,4+6,,
1821 32 5,Protected,,4+6,,
1821 32 6,Protected,,4+6,,
1821 32 7,Protected,,4+6,,
1821 32 8,Protected,,4+6,,
1821 32 9,Protected,,4+6,,
1821 33,Allocated,TTNC Limited,4+6,12/11/2013,
1821 34,Protected,,4+6,,
1821 35 0,Protected,,4+6,,
1821 35 1,Protected,,4+6,,
1821 35 2,Protected,,4+6,,
1821 35 3,Protected,,4+6,,
1821 35 4,Protected,,4+6,,
1821 35 5,Protected,,4+6,,
1821 35 6,Protected,,4+6,,
1821 35 7,Protected,,4+6,,
1821 35 8,Protected,,4+6,,
1821 35 9,Protected,,4+6,,
1821 36,Allocated,TelNG Limited,4+6,28/02/2007,
1821 37 0,Protected,,4+6,,
1821 37 1,Protected,,4+6,,
1821 37 2,Protected,,4+6,,
1821 37 3,Protected,,4+6,,
1821 37 4,Protected,,4+6,,
1821 37 5,Protected,,4+6,,
1821 37 6,Protected,,4+6,,
1821 37 7,Allocated,Spitfire Network Services Limited,4+6,11/11/2011,
1821 37 8,Protected,,4+6,,
1821 37 9,Protected,,4+6,,
1821 38,Allocated,Localphone Limited,4+6,14/05/2007,
1821 39,Allocated,Voiceflex Limited,4+6,26/09/2007,
1821 40,Allocated,Barritel Limited,4+6,02/10/2006,
1821 41,Protected,,4+6,,
1821 42 0,Protected,,4+6,,
1821 42 1,Protected,,4+6,,
1821 42 2,Protected,,4+6,,
1821 42 3,Protected,,4+6,,
1821 42 4,Protected,,4+6,,
1821 42 5,Protected,,4+6,,
1821 42 6,Protected,,4+6,,
1821 42 7,Protected,,4+6,,
1821 42 8,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1821 42 9,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1821 43,Allocated,VoIP-Un Limited,4+6,05/11/2007,
1821 44 0,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1821 44 1,Allocated,Nexbridge Communications Limited,4+6,09/03/2012,
1821 44 2,Allocated,YayYay Limited,4+6,23/04/2015,
1821 44 3,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1821 44 4,Allocated,VoiceHost Limited,4+6,20/08/2010,
1821 44 5,Allocated,M247 UK LIMITED,4+6,21/05/2019,
1821 44 6,Protected,,4+6,,
1821 44 7,Allocated,Inet Telecoms Ltd (Voipfone),4+6,21/10/2011,
1821 44 8,Allocated,Hello Telecom (UK) Limited,4+6,24/11/2011,
1821 44 9,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1821 45 0,Allocated,Digitech Solutions Global Limited,4+6,26/06/2012,
1821 45 1,Allocated,Simwood eSMS Limited,4+6,28/03/2012,
1821 45 2,Allocated,ICC Networks Ltd,4+6,17/04/2012,
1821 45 3,Allocated,API Telecom Limited,4+6,18/04/2012,
1821 45 4,Allocated,Invoco Ltd,4+6,01/05/2012,
1821 45 5,Allocated,Ziron Limited,4+6,31/07/2012,
1821 45 6,Allocated,IOVOX Limited,4+6,03/07/2012,
1821 45 7,Protected,,4+6,,
1821 45 8,Allocated,Content Guru Limited,4+6,11/10/2012,
1821 45 9,Protected,,4+6,,
1821 46,Allocated,(AQ) LIMITED,4+6,26/09/2012,
1821 47,Allocated,AQL Wholesale Ltd,4+6,03/01/2008,
1821 48,Protected,,4+6,,
1821 49,Allocated,Nationwide Telephone Assistance Ltd,4+6,02/10/2007,
1821 50,Allocated,Mars Communications Limited,4+6,04/02/2009,
1821 51,Allocated,IPV6 Limited,4+6,13/02/2009,
1821 52,Protected,,4+6,,
1821 53,Allocated,Telecoms World Limited,4+6,25/06/2009,
1821 54,Allocated,CFL Communications Ltd,4+6,17/07/2009,
1821 55,Protected,,4+6,,
1821 56,Allocated,Nexus Telecommunications Limited,4+6,30/09/2009,
1821 57,Allocated,Vectone Mobile Limited,4+6,30/06/2009,
1821 58 0,Protected,,4+6,,
1821 58 1,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1821 58 2,Allocated,Windsor Telecom Limited,4+6,29/07/2010,
1821 58 3,Allocated,Telephone Box Limited,4+6,10/12/2010,
1821 58 4,Protected,,4+6,,
1821 58 5,Allocated,Suretec Systems Ltd,4+6,13/05/2010,
1821 58 6,Protected,,4+6,,
1821 58 7,Allocated,Telappliant Limited,4+6,22/06/2010,
1821 58 8,Allocated,Atomstream Limited,4+6,14/05/2010,
1821 58 9,Allocated,Invosys Limited,4+6,11/04/2012,
1821 59 0,Allocated,Minotaur Telecom Limited,4+6,05/02/2013,
1821 59 1,Protected,,4+6,,
1821 59 2,Allocated,Kalnet4U Ltd,4+6,03/06/2013,
1821 59 3,Allocated,Nuso Cloud UK Limited,4+6,10/07/2013,
1821 59 4,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1821 59 5,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1821 59 6,Protected,,4+6,,
1821 59 7,Allocated,Adepteo Limited,4+6,06/12/2016,
1821 59 8,Allocated,Orbtalk Limited,4+6,01/12/2017,
1821 59 9,Allocated,XoverX Ltd,4+6,30/04/2013,
1821 60 0,Allocated,Linear Telecoms Limited,4+6,18/10/2010,
1821 60 1,Protected,,4+6,,
1821 60 2,Protected,,4+6,,
1821 60 3,Protected,,4+6,,
1821 60 4,Protected,,4+6,,
1821 60 5,Protected,,4+6,,
1821 60 6,Protected,,4+6,,
1821 60 7,Protected,,4+6,,
1821 60 8,Protected,,4+6,,
1821 60 9,Protected,,4+6,,
1821 61,Allocated,GCI Network Solutions Limited,4+6,02/05/2017,
1821 62 0,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 1,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 2,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 3,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 4,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 5,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 6,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 7,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 8,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 62 9,Allocated,GCI Network Solutions Limited,4+6,26/02/2024,
1821 63,Allocated,Flextel Limited,4+6,02/12/2005,
1821 64,Allocated,BT,4+6,15/07/1994,
1821 65,Allocated,BT,4+6,15/07/1994,
1821 66,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1821 67,Allocated,BT,4+6,15/07/1994,
1821 68,Allocated,Gamma Telecom Holdings Limited,4+6,29/06/2005,
1821 69,Protected,,4+6,,
1821 70 0,Protected,,4+6,,
1821 70 1,Allocated,Colt Technology Services,4+6,18/07/2016,
1821 70 2,Allocated,Zapappi Ltd,4+6,05/01/2018,
1821 70 3,Allocated,EVE CONNECT LTD,4+6,20/06/2022,
1821 70 4,Allocated,Sky UK Limited,4+6,20/11/2018,
1821 70 5,Allocated,DIDWW Ireland Limited,4+6,22/01/2019,
1821 70 6,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1821 70 7,Allocated,I.T Communications Limited,4+6,10/06/2016,
