NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date,Notes
3005 06,Free,,10 digit numbers,,
3005 07,Free,,10 digit numbers,,
3005 08,Free,,10 digit numbers,,
3005 09,Free,,10 digit numbers,,
3005 10,Free,,10 digit numbers,,
3005 11,Free,,10 digit numbers,,
3005 12,Free,,10 digit numbers,,
3005 13,Free,,10 digit numbers,,
3005 14,Free,,10 digit numbers,,
3005 15,Free,,10 digit numbers,,
3005 16,Free,,10 digit numbers,,
3005 17,Free,,10 digit numbers,,
3005 18,Free,,10 digit numbers,,
3005 19,Free,,10 digit numbers,,
3005 20,Free,,10 digit numbers,,
3005 21,Free,,10 digit numbers,,
3005 22,Free,,10 digit numbers,,
3005 23,Free,,10 digit numbers,,
3005 24,Free,,10 digit numbers,,
3005 25,Free,,10 digit numbers,,
3005 26,Free,,10 digit numbers,,
3005 27,Free,,10 digit numbers,,
3005 28,Free,,10 digit numbers,,
3005 29,Free,,10 digit numbers,,
3005 30,Free,,10 digit numbers,,
3005 31,Free,,10 digit numbers,,
3005 32,Free,,10 digit numbers,,
3005 33,Free,,10 digit numbers,,
3005 34,Free,,10 digit numbers,,
3005 35,Free,,10 digit numbers,,
3005 36,Free,,10 digit numbers,,
3005 37,Free,,10 digit numbers,,
3005 38,Free,,10 digit numbers,,
3005 39,Free,,10 digit numbers,,
3005 40,Free,,10 digit numbers,,
3005 41,Free,,10 digit numbers,,
3005 42,Free,,10 digit numbers,,
3005 43,Free,,10 digit numbers,,
3005 44,Free,,10 digit numbers,,
3005 45,Free,,10 digit numbers,,
3005 46,Free,,10 digit numbers,,
3005 47,Free,,10 digit numbers,,
3005 48,Free,,10 digit numbers,,
3005 49,Free,,10 digit numbers,,
3005 50,Free,,10 digit numbers,,
3005 51,Free,,10 digit numbers,,
3005 52,Free,,10 digit numbers,,
3005 53,Free,,10 digit numbers,,
3005 54,Free,,10 digit numbers,,
3005 55,Allocated,Virgin Media Limited,10 digit numbers,07/04/2016,
3005 56,Free,,10 digit numbers,,
3005 57,Free,,10 digit numbers,,
3005 58,Free,,10 digit numbers,,
3005 59,Free,,10 digit numbers,,
3005 60,Free,,10 digit numbers,,
3005 61,Allocated,VoiceHost Limited,10 digit numbers,28/07/2011,
3005 62,Free,,10 digit numbers,,
3005 63,Free,,10 digit numbers,,
3005 64,Free,,10 digit numbers,,
3005 65,Free,,10 digit numbers,,
3005 66,Free,,10 digit numbers,,
3005 67,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3005 68,Free,,10 digit numbers,,
3005 69,Free,,10 digit numbers,,
3005 70,Free,,10 digit numbers,,
3005 71,Free,,10 digit numbers,,
3005 72,Free,,10 digit numbers,,
3005 73,Free,,10 digit numbers,,
3005 74,Free,,10 digit numbers,,
3005 75,Free,,10 digit numbers,,
3005 76,Free,,10 digit numbers,,
3005 77,Free,,10 digit numbers,,
3005 78,Free,,10 digit numbers,,
3005 79,Free,,10 digit numbers,,
3005 80,Free,,10 digit numbers,,
3005 81,Free,,10 digit numbers,,
3005 82,Free,,10 digit numbers,,
3005 83,Free,,10 digit numbers,,
3005 84,Free,,10 digit numbers,,
3005 85,Free,,10 digit numbers,,
3005 86,Free,,10 digit numbers,,
3005 87,Free,,10 digit numbers,,
3005 88,Free,,10 digit numbers,,
3005 89,Free,,10 digit numbers,,
3005 90,Free,,10 digit numbers,,
3005 91,Free,,10 digit numbers,,
3005 92,Free,,10 digit numbers,,
3005 93,Free,,10 digit numbers,,
3005 94,Free,,10 digit numbers,,
3005 95,Free,,10 digit numbers,,
3005 96,Free,,10 digit numbers,,
3005 97,Free,,10 digit numbers,,
3005 98,Free,,10 digit numbers,,
3005 99,Free,,10 digit numbers,,
3006 00,Allocated,GCI Network Solutions Limited,10 digit numbers,20/04/2017,
3006 01,Free,,10 digit numbers,,
3006 02,Free,,10 digit numbers,,
3006 03,Free,,10 digit numbers,,
3006 04,Free,,10 digit numbers,,
3006 05,Free,,10 digit numbers,,
3006 06,Free,,10 digit numbers,,
3006 07,Free,,10 digit numbers,,
3006 08,Free,,10 digit numbers,,
3006 09,Free,,10 digit numbers,,
3006 10,Free,,10 digit numbers,,
3006 11,Free,,10 digit numbers,,
3006 12,Free,,10 digit numbers,,
3006 13,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,03/12/2020,
3006 14,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,03/12/2020,
3006 15,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,03/12/2020,
3006 16,Free,,10 digit numbers,,
3006 17,Free,,10 digit numbers,,
3006 18,Free,,10 digit numbers,,
3006 19,Free,,10 digit numbers,,
3006 20,Free,,10 digit numbers,,
3006 21,Free,,10 digit numbers,,
3006 22,Free,,10 digit numbers,,
3006 23,Free,,10 digit numbers,,
3006 24,Free,,10 digit numbers,,
3006 25,Free,,10 digit numbers,,
3006 26,Free,,10 digit numbers,,
3006 27,Free,,10 digit numbers,,
3006 28,Free,,10 digit numbers,,
3006 29,Free,,10 digit numbers,,
3006 30,Free,,10 digit numbers,,
3006 31,Free,,10 digit numbers,,
3006 32,Free,,10 digit numbers,,
3006 33,Free,,10 digit numbers,,
3006 34,Free,,10 digit numbers,,
3006 35,Free,,10 digit numbers,,
3006 36,Allocated,Spitfire Network Services Limited,10 digit numbers,15/01/2009,
3006 37,Free,,10 digit numbers,,
3006 38,Free,,10 digit numbers,,
3006 39,Free,,10 digit numbers,,
3006 40,Free,,10 digit numbers,,
3006 41,Free,,10 digit numbers,,
3006 42,Free,,10 digit numbers,,
3006 43,Free,,10 digit numbers,,
3006 44,Free,,10 digit numbers,,
3006 45,Free,,10 digit numbers,,
3006 46,Free,,10 digit numbers,,
3006 47,Free,,10 digit numbers,,
3006 48,Free,,10 digit numbers,,
3006 49,Free,,10 digit numbers,,
3006 50,Free,,10 digit numbers,,
3006 51,Free,,10 digit numbers,,
3006 52,Free,,10 digit numbers,,
3006 53,Free,,10 digit numbers,,
3006 54,Allocated,BT,10 digit numbers,28/08/2013,
3006 55,Free,,10 digit numbers,,
3006 56,Free,,10 digit numbers,,
3006 57,Free,,10 digit numbers,,
3006 58,Free,,10 digit numbers,,
3006 59,Free,,10 digit numbers,,
3006 60,Allocated,Number Services Ltd.,10 digit numbers,22/11/2018,
3006 61,Free,,10 digit numbers,,
3006 62,Free,,10 digit numbers,,
3006 63,Free,,10 digit numbers,,
3006 64,Free,,10 digit numbers,,
3006 65,Free,,10 digit numbers,,
3006 66,Allocated,Floren Limited,10 digit numbers,14/11/2014,
3006 67,Free,,10 digit numbers,,
3006 68,Free,,10 digit numbers,,
3006 69,Free,,10 digit numbers,,
3006 70,Free,,10 digit numbers,,
3006 71,Free,,10 digit numbers,,
3006 72,Free,,10 digit numbers,,
3006 73,Free,,10 digit numbers,,
3006 74,Free,,10 digit numbers,,
3006 75,Free,,10 digit numbers,,
3006 76,Free,,10 digit numbers,,
3006 77,Free,,10 digit numbers,,
3006 78,Allocated,Syntec Limited,10 digit numbers,30/03/2009,
3006 79,Free,,10 digit numbers,,
3006 80,Free,,10 digit numbers,,
3006 81,Free,,10 digit numbers,,
3006 82,Free,,10 digit numbers,,
3006 83,Free,,10 digit numbers,,
3006 84,Free,,10 digit numbers,,
3006 85,Free,,10 digit numbers,,
3006 86,Free,,10 digit numbers,,
3006 87,Free,,10 digit numbers,,
3006 88,Allocated,Invade International Ltd,10 digit numbers,13/01/2016,
3006 89,Free,,10 digit numbers,,
3006 90,Free,,10 digit numbers,,
3006 91,Free,,10 digit numbers,,
3006 92,Free,,10 digit numbers,,
3006 93,Free,,10 digit numbers,,
3006 94,Free,,10 digit numbers,,
3006 95,Free,,10 digit numbers,,
3006 96,Free,,10 digit numbers,,
3006 97,Free,,10 digit numbers,,
3006 98,Free,,10 digit numbers,,
3006 99,Free,,10 digit numbers,,
3007 00,Protected,,10 digit numbers,,
3007 01,Free,,10 digit numbers,,
3007 02,Free,,10 digit numbers,,
3007 03,Free,,10 digit numbers,,
3007 04,Free,,10 digit numbers,,
3007 05,Free,,10 digit numbers,,
3007 06,Free,,10 digit numbers,,
3007 07,Allocated,CINOS LIMITED,10 digit numbers,14/04/2022,
3007 08,Free,,10 digit numbers,,
3007 09,Free,,10 digit numbers,,
3007 10,Free,,10 digit numbers,,
3007 11,Free,,10 digit numbers,,
3007 12,Free,,10 digit numbers,,
3007 13,Free,,10 digit numbers,,
3007 14,Free,,10 digit numbers,,
3007 15,Free,,10 digit numbers,,
3007 16,Free,,10 digit numbers,,
3007 17,Free,,10 digit numbers,,
3007 18,Free,,10 digit numbers,,
3007 19,Free,,10 digit numbers,,
3007 20,Free,,10 digit numbers,,
3007 21,Free,,10 digit numbers,,
3007 22,Free,,10 digit numbers,,
3007 23,Free,,10 digit numbers,,
3007 24,Free,,10 digit numbers,,
3007 25,Free,,10 digit numbers,,
3007 26,Free,,10 digit numbers,,
3007 27,Free,,10 digit numbers,,
3007 28,Free,,10 digit numbers,,
3007 29,Free,,10 digit numbers,,
3007 30,Free,,10 digit numbers,,
3007 31,Free,,10 digit numbers,,
3007 32,Free,,10 digit numbers,,
3007 33,Free,,10 digit numbers,,
3007 34,Free,,10 digit numbers,,
3007 35,Free,,10 digit numbers,,
3007 36,Free,,10 digit numbers,,
3007 37,Free,,10 digit numbers,,
3007 38,Free,,10 digit numbers,,
3007 39,Free,,10 digit numbers,,
3007 40,Free,,10 digit numbers,,
3007 41,Free,,10 digit numbers,,
3007 42,Free,,10 digit numbers,,
3007 43,Free,,10 digit numbers,,
3007 44,Free,,10 digit numbers,,
3007 45,Free,,10 digit numbers,,
3007 46,Free,,10 digit numbers,,
3007 47,Free,,10 digit numbers,,
3007 48,Allocated,TalkTalk Communications Limited,10 digit numbers,01/05/2014,
3007 49,Free,,10 digit numbers,,
3007 50,Free,,10 digit numbers,,
3007 51,Free,,10 digit numbers,,
3007 52,Free,,10 digit numbers,,
3007 53,Free,,10 digit numbers,,
3007 54,Free,,10 digit numbers,,
3007 55,Free,,10 digit numbers,,
3007 56,Free,,10 digit numbers,,
3007 57,Free,,10 digit numbers,,
3007 58,Free,,10 digit numbers,,
3007 59,Free,,10 digit numbers,,
3007 60,Free,,10 digit numbers,,
3007 61,Free,,10 digit numbers,,
3007 62,Free,,10 digit numbers,,
3007 63,Free,,10 digit numbers,,
3007 64,Free,,10 digit numbers,,
3007 65,Free,,10 digit numbers,,
3007 66,Free,,10 digit numbers,,
3007 67,Free,,10 digit numbers,,
3007 68,Free,,10 digit numbers,,
3007 69,Free,,10 digit numbers,,
3007 70,Allocated,Planet Telecom Ltd,10 digit numbers,09/09/2014,
3007 71,Free,,10 digit numbers,,
3007 72,Allocated,Kalnet4U Ltd,10 digit numbers,25/11/2011,
3007 73,Free,,10 digit numbers,,
3007 74,Free,,10 digit numbers,,
3007 75,Free,,10 digit numbers,,
3007 76,Free,,10 digit numbers,,
3007 77,Allocated,Windsor Telecom Limited,10 digit numbers,26/06/2008,
3007 78,Free,,10 digit numbers,,
3007 79,Free,,10 digit numbers,,
3007 80,Free,,10 digit numbers,,
3007 81,Free,,10 digit numbers,,
3007 82,Free,,10 digit numbers,,
3007 83,Free,,10 digit numbers,,
3007 84,Free,,10 digit numbers,,
3007 85,Free,,10 digit numbers,,
3007 86,Free,,10 digit numbers,,
3007 87,Free,,10 digit numbers,,
3007 88,Protected,,10 digit numbers,,
3007 89,Allocated,TalkTalk Communications Limited,10 digit numbers,01/05/2014,
3007 90,Allocated,BT,10 digit numbers,20/08/2007,
3007 91,Free,,10 digit numbers,,
3007 92,Free,,10 digit numbers,,
3007 93,Free,,10 digit numbers,,
3007 94,Free,,10 digit numbers,,
3007 95,Free,,10 digit numbers,,
3007 96,Free,,10 digit numbers,,
3007 97,Free,,10 digit numbers,,
3007 98,Free,,10 digit numbers,,
3007 99,Free,,10 digit numbers,,
3008 00,Allocated,Net-Work Internet Ltd,10 digit numbers,24/09/2007,
3008 01,Free,,10 digit numbers,,
3008 02,Free,,10 digit numbers,,
3008 03,Free,,10 digit numbers,,
3008 04,Free,,10 digit numbers,,
3008 05,Free,,10 digit numbers,,
3008 06,Free,,10 digit numbers,,
3008 07,Free,,10 digit numbers,,
3008 08,Allocated,Alphatalk Limited,10 digit numbers,25/03/2009,
3008 09,Free,,10 digit numbers,,
3008 10,Free,,10 digit numbers,,
3008 11,Free,,10 digit numbers,,
3008 12,Free,,10 digit numbers,,
3008 13,Free,,10 digit numbers,,
3008 14,Free,,10 digit numbers,,
3008 15,Free,,10 digit numbers,,
3008 16,Free,,10 digit numbers,,
3008 17,Free,,10 digit numbers,,
3008 18,Free,,10 digit numbers,,
3008 19,Free,,10 digit numbers,,
3008 20,Free,,10 digit numbers,,
3008 21,Free,,10 digit numbers,,
3008 22,Free,,10 digit numbers,,
3008 23,Free,,10 digit numbers,,
3008 24,Free,,10 digit numbers,,
3008 25,Free,,10 digit numbers,,
3008 26,Free,,10 digit numbers,,
3008 27,Free,,10 digit numbers,,
3008 28,Free,,10 digit numbers,,
3008 29,Free,,10 digit numbers,,
3008 30,Free,,10 digit numbers,,
3008 31,Free,,10 digit numbers,,
3008 32,Free,,10 digit numbers,,
3008 33,Free,,10 digit numbers,,
3008 34,Free,,10 digit numbers,,
3008 35,Free,,10 digit numbers,,
3008 36,Free,,10 digit numbers,,
3008 37,Free,,10 digit numbers,,
3008 38,Free,,10 digit numbers,,
3008 39,Free,,10 digit numbers,,
3008 40,Free,,10 digit numbers,,
3008 41,Free,,10 digit numbers,,
3008 42,Free,,10 digit numbers,,
3008 43,Free,,10 digit numbers,,
3008 44,Free,,10 digit numbers,,
3008 45,Free,,10 digit numbers,,
3008 46,Free,,10 digit numbers,,
3008 47,Free,,10 digit numbers,,
3008 48,Free,,10 digit numbers,,
3008 49,Free,,10 digit numbers,,
3008 50,Free,,10 digit numbers,,
3008 51,Free,,10 digit numbers,,
3008 52,Free,,10 digit numbers,,
3008 53,Free,,10 digit numbers,,
3008 54,Free,,10 digit numbers,,
3008 55,Free,,10 digit numbers,,
3008 56,Free,,10 digit numbers,,
3008 57,Free,,10 digit numbers,,
3008 58,Free,,10 digit numbers,,
3008 59,Free,,10 digit numbers,,
3008 60,Free,,10 digit numbers,,
3008 61,Free,,10 digit numbers,,
3008 62,Free,,10 digit numbers,,
3008 63,Free,,10 digit numbers,,
3008 64,Free,,10 digit numbers,,
3008 65,Free,,10 digit numbers,,
3008 66,Free,,10 digit numbers,,
3008 67,Free,,10 digit numbers,,
3008 68,Free,,10 digit numbers,,
3008 69,Free,,10 digit numbers,,
3008 70,Free,,10 digit numbers,,
3008 71,Free,,10 digit numbers,,
3008 72,Free,,10 digit numbers,,
3008 73,Free,,10 digit numbers,,
3008 74,Free,,10 digit numbers,,
3008 75,Free,,10 digit numbers,,
3008 76,Free,,10 digit numbers,,
3008 77,Free,,10 digit numbers,,
3008 78,Free,,10 digit numbers,,
3008 79,Free,,10 digit numbers,,
3008 80,Free,,10 digit numbers,,
3008 81,Free,,10 digit numbers,,
3008 82,Free,,10 digit numbers,,
3008 83,Free,,10 digit numbers,,
3008 84,Free,,10 digit numbers,,
3008 85,Free,,10 digit numbers,,
3008 86,Free,,10 digit numbers,,
3008 87,Free,,10 digit numbers,,
3008 88,Allocated,Barritel Limited,10 digit numbers,26/03/2007,
3008 89,Free,,10 digit numbers,,
3008 90,Free,,10 digit numbers,,
3008 91,Free,,10 digit numbers,,
3008 92,Free,,10 digit numbers,,
3008 93,Free,,10 digit numbers,,
3008 94,Free,,10 digit numbers,,
3008 95,Free,,10 digit numbers,,
3008 96,Free,,10 digit numbers,,
3008 97,Free,,10 digit numbers,,
3008 98,Allocated,XoverX Ltd,10 digit numbers,09/05/2013,
3008 99,Free,,10 digit numbers,,
3009 00,Allocated,Plus Telecom Limited,10 digit numbers,26/03/2007,
3009 01,Free,,10 digit numbers,,
3009 02,Free,,10 digit numbers,,
3009 03,Free,,10 digit numbers,,
3009 04,Free,,10 digit numbers,,
3009 05,Free,,10 digit numbers,,
3009 06,Free,,10 digit numbers,,
3009 07,Free,,10 digit numbers,,
3009 08,Free,,10 digit numbers,,
3009 09,Free,,10 digit numbers,,
3009 10,Free,,10 digit numbers,,
3009 11,Free,,10 digit numbers,,
3009 12,Free,,10 digit numbers,,
3009 13,Free,,10 digit numbers,,
3009 14,Free,,10 digit numbers,,
3009 15,Free,,10 digit numbers,,
3009 16,Free,,10 digit numbers,,
3009 17,Free,,10 digit numbers,,
3009 18,Free,,10 digit numbers,,
3009 19,Free,,10 digit numbers,,
3009 20,Free,,10 digit numbers,,
3009 21,Free,,10 digit numbers,,
3009 22,Free,,10 digit numbers,,
3009 23,Free,,10 digit numbers,,
3009 24,Free,,10 digit numbers,,
3009 25,Free,,10 digit numbers,,
3009 26,Free,,10 digit numbers,,
3009 27,Free,,10 digit numbers,,
3009 28,Free,,10 digit numbers,,
3009 29,Free,,10 digit numbers,,
3009 30,Free,,10 digit numbers,,
3009 31,Free,,10 digit numbers,,
3009 32,Free,,10 digit numbers,,
3009 33,Free,,10 digit numbers,,
3009 34,Free,,10 digit numbers,,
3009 35,Free,,10 digit numbers,,
3009 36,Free,,10 digit numbers,,
3009 37,Free,,10 digit numbers,,
3009 38,Free,,10 digit numbers,,
3009 39,Free,,10 digit numbers,,
3009 40,Free,,10 digit numbers,,
3009 41,Free,,10 digit numbers,,
3009 42,Free,,10 digit numbers,,
3009 43,Free,,10 digit numbers,,
3009 44,Free,,10 digit numbers,,
3009 45,Free,,10 digit numbers,,
3009 46,Free,,10 digit numbers,,
3009 47,Free,,10 digit numbers,,
3009 48,Free,,10 digit numbers,,
3009 49,Free,,10 digit numbers,,
3009 50,Free,,10 digit numbers,,
3009 51,Free,,10 digit numbers,,
3009 52,Free,,10 digit numbers,,
3009 53,Free,,10 digit numbers,,
3009 54,Free,,10 digit numbers,,
3009 55,Free,,10 digit numbers,,
3009 56,Free,,10 digit numbers,,
3009 57,Free,,10 digit numbers,,
3009 58,Free,,10 digit numbers,,
3009 59,Free,,10 digit numbers,,
3009 60,Free,,10 digit numbers,,
3009 61,Free,,10 digit numbers,,
3009 62,Free,,10 digit numbers,,
3009 63,Free,,10 digit numbers,,
3009 64,Free,,10 digit numbers,,
3009 65,Free,,10 digit numbers,,
3009 66,Free,,10 digit numbers,,
3009 67,Free,,10 digit numbers,,
3009 68,Free,,10 digit numbers,,
3009 69,Free,,10 digit numbers,,
3009 70,Free,,10 digit numbers,,
3009 71,Free,,10 digit numbers,,
3009 72,Free,,10 digit numbers,,
3009 73,Free,,10 digit numbers,,
3009 74,Allocated,Lumen Technologies UK Limited,10 digit numbers,20/01/2009,
3009 75,Free,,10 digit numbers,,
3009 76,Free,,10 digit numbers,,
3009 77,Free,,10 digit numbers,,
3009 78,Free,,10 digit numbers,,
3009 79,Free,,10 digit numbers,,
3009 80,Free,,10 digit numbers,,
3009 81,Free,,10 digit numbers,,
3009 82,Free,,10 digit numbers,,
3009 83,Free,,10 digit numbers,,
3009 84,Free,,10 digit numbers,,
3009 85,Free,,10 digit numbers,,
3009 86,Free,,10 digit numbers,,
3009 87,Allocated,TalkTalk Communications Limited,10 digit numbers,01/05/2014,
3009 88,Free,,10 digit numbers,,
3009 89,Free,,10 digit numbers,,
3009 90,Free,,10 digit numbers,,
3009 91,Free,,10 digit numbers,,
3009 92,Free,,10 digit numbers,,
3009 93,Free,,10 digit numbers,,
3009 94,Free,,10 digit numbers,,
3009 95,Free,,10 digit numbers,,
3009 96,Free,,10 digit numbers,,
3009 97,Free,,10 digit numbers,,
3009 98,Allocated,Cloud Telecom Ltd,10 digit numbers,07/02/2012,
3009 99,Allocated,Windsor Telecom Limited,10 digit numbers,13/06/2011,
3010,Protected,,10 digit numbers,,
3011,Protected,,10 digit numbers,,
3012,Protected,,10 digit numbers,,
3013,Protected,,10 digit numbers,,
3014,Protected,,10 digit numbers,,
3015,Protected,,10 digit numbers,,
3016,Protected,,10 digit numbers,,
3017,Protected,,10 digit numbers,,
3018,Protected,,10 digit numbers,,
3019,Protected,,10 digit numbers,,
3020 00,Protected,,10 digit numbers,,
3020 01,Protected,,10 digit numbers,,
3020 02,Protected,,10 digit numbers,,
3020 03,Protected,,10 digit numbers,,
3020 04,Protected,,10 digit numbers,,
3020 05,Protected,,10 digit numbers,,
3020 06,Protected,,10 digit numbers,,
3020 07,Protected,,10 digit numbers,,
3020 08,Protected,,10 digit numbers,,
3020 09,Protected,,10 digit numbers,,
3020 10,Protected,,10 digit numbers,,
3020 11,Protected,,10 digit numbers,,
3020 12,Protected,,10 digit numbers,,
3020 13,Protected,,10 digit numbers,,
3020 14,Protected,,10 digit numbers,,
3020 15,Protected,,10 digit numbers,,
3020 16,Protected,,10 digit numbers,,
3020 17,Protected,,10 digit numbers,,
3020 18,Protected,,10 digit numbers,,
3020 19,Protected,,10 digit numbers,,
3020 20,Protected,,10 digit numbers,,
3020 21,Protected,,10 digit numbers,,
3020 22,Protected,,10 digit numbers,,
3020 23,Protected,,10 digit numbers,,
3020 24,Protected,,10 digit numbers,,
3020 25,Protected,,10 digit numbers,,
3020 26,Protected,,10 digit numbers,,
3020 27,Protected,,10 digit numbers,,
3020 28,Protected,,10 digit numbers,,
3020 29,Protected,,10 digit numbers,,
3020 30,Protected,,10 digit numbers,,
3020 31,Protected,,10 digit numbers,,
3020 32,Protected,,10 digit numbers,,
